start_year,state,site,summary,event_quote,lat,lon
1716,Nuevo Leï¿½n,Monterrey,Avenida,"“Parece se abrieron las cataratas del cielo y rompieron las fuentes del abismo de las sierras, según las bocas por ellas reventaron, llevándose las arboledas de sus riberas; desgajándose de las sierras las peñas causando pavor y miedo derribando todas las casas de Monterrey e iglesias, dejándolo hecho un desierto.” Sánchez y Zaragoza, 1989:2",25.67147771,-100.30868984
1717,Chiapas,unspecified site,Epidemia,"Plaga y epidemia diezman a la provincia de los tzeltales. López, 1960:86-87",16.98399592,-92.48254327
1717,Distrito Federal,Mexico,Enfermedad,"“El rey. Mi virrey gobernador y capitán general de las provincias de Nueva España, y presidente de mi Audiencia Real de México. Por despacho de 27 de febrero del año pasado de 1719, os previne lo que la sala del crimen de ella, me habían participado en carta de 14 de julio de 1717 en razón del contagio, que había acaecido, en la cárcel de dicha ciudad, y embarazo en que se hallaban para despachar los reos que estaban detenidos en ella, por razón de la orden verbal, que le disteis para que compeliese a los obrajeros e ingenieros de la compra del servicio personal de los referidos reos, en cuya consecuencia tuve por bien mandaros me informéis puntualmente de la causa que os movió a expedir la referida orden, y que con los ministros de la sala del crimen, os aplicareis (como se les prevenía a ellos por despacho de la misma fecha) a dar todas las providencias que os parecéis más convenientes para que en caso de no haber cesado la peste de la referida cárcel, tuviese el remedio que se necesitaba y que no cundiese a otras partes, por el perjuicio que se podía seguir de su extensión, y de lo que razón de todo ejecutasteis me dieseis cuenta, como individualidad, en la primera ocasión; y ahora en carta de 30 de julio del año pasado de 1720, me ha dado cuenta con autos de la referida sala, de que habiendo aplicado los medios que tuvo por más convenientes y eficaces, para reparar el reñido contagio, en consecuencia de lo que la mande por el citado despacho.” Catorce de julio de 1717. AGNM, Reales cédulas originales, v. 43, e. 73, ff. 266-267",19.43264649,-99.13325795
1717,Puebla,Puebla de los ï¿½ngeles,Epidemia de viruela,"“José de la Moya pide que no se le cobren los réditos de un censo que debe en virtud de que perdió a los 13 integrantes de su familia por la epidemia de viruela de 1717.” AAP, Actas de cabildo, v. 39, f. 493",19.04397292,-98.19751139
1717,Puebla,Puebla de los ï¿½ngeles,Carestí­a de trigo,"Helada que afectó al trigo en el mes de marzo por lo que subió el precio a la postura cuatro pesos cuatro reales. Marzo de 1717. AAP, Actas de cabildo, v. 39, f. 29",19.04397292,-98.19751139
1718,Chiapas,Bachajï¿½n,Epidemia,"Expediente sobre fraudes cometidos por los alcaldes mayores de Chiapas en los remates de maíces; que los pueblos de Chilón y Bachajón de tzeltales, ya pagaron el tributo que debían porque padecieron hambre y peste (a consecuencia de la langosta) en 1718 y 1719. ACEM-UNAM, AGIG, r. 33, l. 312, 6 ff.",17.04106072,-92.18821481
1718,Chiapas,Chilï¿½n,Epidemia,"Expediente sobre fraudes cometidos por los alcaldes mayores de Chiapas en los remates de maíces; que los pueblos de Chilón y Bachajón de tzeltales, ya pagaron el tributo que debían porque padecieron hambre y peste (a consecuencia de la langosta) en 1718 y 1719. ACEM-UNAM, AGIG, r. 33, l. 312, 6 ff.",17.10466850,-92.27293888
1718,Chiapas,Tila,Malas cosechas,"Solicitud de aplazo de tributos por malas cosechas de maíz, frijol y cacao a causa de la langosta. ACEM-UNAM, AGCA, ca. 340, e. 4367, l. 336",17.30100931,-92.42569826
1718,Chiapas,unspecified site,Epidemia,"“Plaga y epidemia diezman la provincia de los zenoles.” Espinosa et al., 1987:107",16.98399592,-92.48254327
1718,Puebla,Puebla de los ï¿½ngeles,Cosechas abundantes,"En la sesión del 25 de noviembre de 1718, se informa que: “Ha habido mortandad de ganado, pero la producción de granos ha sido abundante, se había pedido una rebaja en una aportación de dinero para la formación de una batallón, pero no se aceptó.” Veinticinco de noviembre de 1718. AAP, Actas de cabildo, v. 39, f. 418",19.04397292,-98.19751139
1719,Chiapas,Bachajï¿½n,Epidemia,"Expediente sobre fraudes cometidos por los alcaldes mayores de Chiapas en los remates de maíces; que los pueblos de Chilón y Bachajón de tzeltales, ya pagaron el tributo que debían porque padecieron hambre y peste (a consecuencia de la langosta) en 1718 y 1719. ACEM-UNAM, AGIG, r. 33, l. 312, 6 ff.",17.04106072,-92.18821481
1719,Chiapas,Chilï¿½n,Epidemia,"Expediente sobre fraudes cometidos por los alcaldes mayores de Chiapas en los remates de maíces; que los pueblos de Chilón y Bachajón de tzeltales, ya pagaron el tributo que debían porque padecieron hambre y peste (a consecuencia de la langosta) en 1718 y 1719. ACEM-UNAM, AGIG, r. 33, l. 312, 6 ff.",17.10466850,-92.27293888
1719,Chiapas,Tila,Malas cosechas,"Solicitud de aplazo de tributos por malas cosechas de maíz, frijol y cacao a causa de la langosta. ACEM-UNAM, AGCA, ca. 340, e. 4367, l. 336",17.30100931,-92.42569826
1719,Mï¿½xico,unspecified site,Carestí­a de Maíz,"La fanega de maíz es de ocho a 16 reales. Malvido, 1973:99; Espinosa et al., 1987:107",19.49828005,-99.04413125
1720,Mï¿½xico,unspecified site,Enfermedad,"Sequía en junio. Enfermedad atribuida a la sequía. Gibson, 1991:468; Florescano, 1980:84; Malvido, 1973:99; Espinosa et al., 1987:107; Rosenzweig et al., 1987:298",19.49828005,-99.04413125
1720,Puebla,Cholula,Drought,sequia en junio,19.06203262,-98.30640045
1721,Campeche,Campeche,Carestí­a,"“Mi virrey gobernador y capitán general de las provincias de Nueva España y presidente de mi Audiencia Real de la ciudad de México. El gobernador de la provincia de Yucatán me ha dado cuenta con dos testimonios en carta de 21 de mayo de 1721 de los perjuicios que experimenta la villa de Campeche por la carestía de bastimentos, originado de la continua saca que de ellos se hace de vuestra orden para el presidio del Carmen y la ninguna providencia que habéis aplicado para su remedio no obstante las representaciones que os hizo y el ayuntamiento de aquella villa como constaba de los referidos dos testimonios pidiéndome que para evitar las malas consecuencias pueden seguirse, de continuarse la falta de bastimentos en aquella vecindad fuese servido mandaros que del puerto de la Veracruz proveáis el expresado presidio del Carmen. Hallándose esta villa padeciendo continua carestía y falta de bastimentos, a causa de sacarlos repetidamente para el presidio del Carmen, ocurrió su ayuntamiento en 20 de enero del año antecedente al virrey para que de aquel distrito diera la providencia conveniente, a que respondió en 20 de junio siguiente, la daba de cuanto se le había pedido para la conservación de aquella isla, de que resultaría el alivio de esta vecindad y viendo se continuaba (como se continúa) la saca de bastimentos exhortó al factor de la real hacienda sobre lo referido y ocurrió a mí, por carta de 29 de enero de este año, para que consultara al virrey, pidiéndole la misma providencia, que el común procura, lo que ejecute en 5 de febrero siguiente (que todo consta de dos testimonios, que van adjuntos) y hasta el presente no ha dado providencia, ni respuesta. En esta villa se hallaba continuamente la carga de maíz de 12 almudes por seis reales. Desde dicha situación cuando más barato ha costado ha sido un peso y de este precio aumentándose más ha habido ocasión en que se ha comprobado por tres pesos. La carga de frijol se hallaba por dos pesos y desde dicho tiempo tiene costo de cuatro, y de este precio ha llegado muchas veces al de seis. El cántaro de manteca se hallaba por 14 reales y desde citado tiempo es su menos costo cuatro pesos con ordinaria variación de llegar a costar siete pesos. Son las diferencias de estos precios gravosos a común, que no puede disimular la opresión, en que le pone la asistencia de bastimentos al presidio del Carmen por la necesidad continua, que padece. Los clamores de esta vecindad han obligado a su ayuntamiento a las diligencias expresadas. Hállase con pocas esperanzas en la atención del virrey a su remedio y sólo les queda la que se les da de poner a su majestad presente su necesidad para la breve providencia en mandar, que del puerto de la Veracruz se provea de cuanto necesitare el presidio, mayo 1721.” AGNM, Reales cédulas, v. 45, e. 31, f. 110",19.84283699,-90.53176090
1721,Tlaxcala,Tlaxcala,Flooding,"""In 1721, all of the bui leading down to the river from the center of town colla draining from the barrancas and in the 1730s, after an  the river, three streets in the lower part of town because u rainy season because of the water that flowed down them from the hills.""",19.31730126,-98.23890287
1721,Zacatecas,unspecified site,Muerte de animales,"“Aunque con proseguir las lluvias, se van reparando las haciendas de campo de la gran seca que se padeció en 1721, tal que sólo el dicho coronel don Fernando de la Campa perdió más de 120 000 cabezas de ganado ovejuno y a este respecto los demás.” Gacetas de México, marzo, 1722:36-37",23.28343333,-102.66554945
1721,Zacatecas,unspecified site,Esterilidad,"“Se conoce con evidencia, que por la esterilidad del año próximo pasado de 1721, hubo en dichas pastorías [de don Fernando de la Campa] ruina y mortandad de ganado de lana de todos géneros, según las partidas de cuentas tan crecida cantidad, que excede al número de 120 000 cabezas que se dijo.” Gacetas de México, mayo, 1722:38",23.28343333,-102.66554945
1722,Distrito Federal,Mexico,Otros fenómenos naturales,"“El día 13 a la una de la tarde, se levantó un huracán con espeso polvo de color anteado y entoldado todo el cielo, se turbó la luz del sol con tal necesidad, que se tocó rogativa en la catedral y en todas las comunidades, duró esta revolución del tiempo como un hora y después algo templada, se mantuvo hasta las cuatro de la tarde, semejante a otra que hubo el año de 1683.” Trece de febrero de 1722. Gacetas de México, febrero, 1722:10",19.43264649,-99.13325795
1722,Mï¿½xico,Jaltocan (Santa Marta),Epidemia,"“En el año de 1722 en sólo los pueblos de Los Reyes, Santa Marta y otros, murieron 13 000 indios, y el contagio no se extendió a los pueblos vecinos que gozaron de la vecindad de las aguas: el pueblo de Jaltocan estaba rodeado de una grande laguna: comenzó ésta a aminorarse, y los habitantes también y son muchos los que se han muerto en los últimos años.” Alzate y Ramírez, 1982:222",19.72389000,-99.05278000
1722,Mï¿½xico,Reyes (Los),Epidemia,"“En el año de 1722 en sólo los pueblos de Los Reyes, Santa Marta y otros, murieron 13 000 indios, y el contagio no se extendió a los pueblos vecinos que gozaron de la vecindad de las aguas: el pueblo de Jaltocan estaba rodeado de una grande laguna: comenzó ésta a aminorarse, y los habitantes también y son muchos los que se han muerto en los últimos años.” Alzate y Ramírez, 1982:222",19.77424809,-98.98197344
1722,Nayarit,unspecified site,Huracán,"“Al impulso de un extraordinario huracán que se levantó, salían unas llamas verdinegras que parecía no tener otra materia, que de azufre, tanto, que movidos todos a admiración, obligó el referido padre Antonio Arias, a estar conjurando mucho tiempo toda aquella tierra.” Febrero de 1722. Gacetas de México, febrero, 1722:13",21.80313838,-104.83997370
1722,Zacatecas,unspecified site,Creciente de rí­o,"“El día 11 hubo tal tempestad de agua, piedra y rayos, que llenó de temor a los ciudadanos, porque saliendo de madre el arroyo inundó parte de la ciudad y se llevó unos carros cargados de cantería con sus bueyes y carreteros, y otras personas que por todos fueron siete.” Febrero de 1722. Gacetas de México, marzo, 1722:36-37; AHZ, El Pregonero, septiembre, núm. 10, 1992:7",23.28343333,-102.66554945
1723,Chihuahua,unspecified site,Epidemia de viruela,"“Marqués de Casafuerte, pariente, mi virrey, gobernador, y capitán general de las provincias de la Nueva España y presidente de mi Audiencia Real de la Ciudad de México. En carta de 20 de marzo, 24 de mayo y 10 de noviembre de año pasado de 1723; disteis cuenta de que en cumplimiento de lo que os ordené por despacho de 3 de mayo desde 1722, sobre que atendieseis, con el más particular cuidado a la extinción de los indios aclacames, cocoiomes y chizos, que tenían inquieta la provincia de la Nueva Vizcaya. Disteis las providencias convenientes para ello, con orden de que todos los referidos indios, que se pudiesen aprehender, se remitiesen a esa ciudad para dirigirlos desde ella a los parajes, que se tuviese, por más a propósito, a fines de que por este medio quedase del todo sosegada la referida provincia. Y que habiéndose conseguido con felicidad, la aprensión de 311 indios de las referidas reacciones, y tenido noticia de que en el camino a esa ciudad, morían muchos de ellos de viruelas, dispusisteis, (porque no infestasen esa provincia) se llevasen a la ciudad de la Puebla de Los Ángeles, para que desde ella se condujesen a la Veracruz con orden de que luego que llegasen, los embarcasen en la armada de Barlovento, para que el comandante de ella, les fuese repartiendo (con la proporción que le encargasteis) en La Habana, Santo Domingo, y Puerto Rico, a cuyos gobernadores previnisteis al mismo tiempo, recibiese cada uno en su isla.” AGNM, Reales cédulas, v. 45, e. 4, f. 4",26.96657028,-105.50979815
1723,Guerrero,Tecpan,Epidemia,"“Epidemias. Los naturales del pueblo de Tecpan, Zacatula piden no se les cobre tributo por los indios muertos en la epidemia matrícula del pueblo y cabecera.” AGNM, Tributos, v. 33, e. 6, ff. 41-46",17.22155390,-100.63007442
1723,Guerrero,Tuxpam,Epidemia,"“Digo que el pueblo de mis partes se halla sin bienes de comunidad, de que así mismo se vienen en pleno conocimiento de su suma inopia; y lo que es más el que una epidemia que se ha verificado en dicho pueblo; éste se ha extenuado por los muchos naturales que de ella han fallecido como consta de las certificaciones.” AGNM, Tributos, v. 33, e. 6, f. 56",18.34904070,-99.47920343
1723,Guerrero,Zacatula,Epidemia,"“Epidemias. Los naturales del pueblo de Tecpan, Zacatula piden no se les cobre tributo por los indios muertos en la epidemia matrícula del pueblo y cabecera.” AGNM, Tributos, v. 33, e. 6, ff. 41-46",18.00836191,-102.17805877
1723,Guerrero,Zacatula,Epidemia,"“Digo que el pueblo de mis partes se halla sin bienes de comunidad, de que así mismo se vienen en pleno conocimiento de su suma inopia; y lo que es más el que una epidemia que se ha verificado en dicho pueblo; éste se ha extenuado por los muchos naturales que de ella han fallecido como consta de las certificaciones.” AGNM, Tributos, v. 33, e. 6, f. 56",18.00836191,-102.17805877
1723,Mï¿½xico,unspecified site,Carestí­a de Maíz,"“De ocho a 12 reales la fanega de maíz.” Espinosa et al., 1987:107; Malvido, 1973:99",19.49828005,-99.04413125
1723,Puebla,Puebla de los ï¿½ngeles,Alhóndigas,"Antonio Maldonado Palomino, vecino de la ciudad de los Ángeles, dice que tiene el arrendamiento del derecho de tres cuartillas de la alhóndiga que se le remató y que ha experimentado grave atraso en su caudal por la falta de semilla y lo calamitoso del tiempo que ha sido notorio. AAP, Expedientes varios y Alhóndiga, v. 110, 1723, f. 163",19.04397292,-98.19751139
1723,Yucatï¿½n,unspecified site,Hambruna,"“La hambruna de 1723-1726, posiblemente la peor de toda la historia colonial.” Farriss, 1992:433",20.74805532,-88.91936547
1724,Distrito Federal,Mexico,Daños a construcciones,"Noticia de la inundación ocurrida y rotura del puente de vertederos del real desagüe y disposiciones tomadas para reposición del puente y evitar las inundaciones posteriores. Diecinueve de agosto de 1724. AGNM, Desagüe, v. 10, e. 6, s. f.",19.43264649,-99.13325795
1724,Puebla,Puebla de los ï¿½ngeles,Muerte de animales,"Se informa que se ha presentado mortandad de ganado. AAP, Expedientes varios y Abasto, v. 58, 1762-1801, f. 98",19.04397292,-98.19751139
1724,Yucatï¿½n,unspecified site,Hambruna,"“La hambruna de 1723-1726, posiblemente la peor de toda la historia colonial.” Farriss, 1992:433",20.74805532,-88.91936547
1725,Distrito Federal,Mexico,Carestí­a de ganado,"“En carta de 10 de diciembre del año próximo pasado de 1725 me ha dado cuenta esa ciudad de que siendo su cuidado y negocio más principal el que esa dilatada república se halle abastecida de ganados mayores y menores, cuyo beneficio consiste en que los dueños de estas haciendas no las tiranicen alterando sus precios, de que se sigue no haya persona que pueda hacer obligación a estos abastos, y exponerla a suma escasez, o falta total que precise a un general desasosiego, como sucedió, en el referido año, el que apagó vuestra prudencia y vigilancia de la misma ciudad pues habiendo estado los ganados menores por 9 y 10 reales la cabeza y a proporción los mayores, el actual obligado hizo postura de 42 onzas de carnero por un real, y ocho libras de vaca por otro, pero que los criadores subieron el precio de 17 y 18 reales por cabeza faltando a proveer el rastro destinado para que matasen sus ganados o los diesen en esta especie a los tratantes y que teniendo vos presentes estos inconvenientes después de varias diligencias y inspecciones, paséis a poner precio a los ganados según su cabildo y parajes, con cuya providencia se logró abastecer esa república y que hubiese postor cómodo lo que impugnaron los criadores, sobre que se formaron autos, de que acompaño testimonio suplicándome fuese servido aprobar la expresada providencia, teniendo a bien pudieseis usar de ella siempre que reconocieseis igual perjuicio.” AGNM, Reales cédulas, v. 45, e. 123, f. 441",19.43264649,-99.13325795
1725,Yucatï¿½n,unspecified site,Carestí­a de Maíz,"“Y en ese año, a pesar de las sabias medidas, el hambre producida tanto por la falta de lluvias, cuanto por haberse dejado de exigir a los indios la siembra obligatoria de maíz revistió aspecto terrorífico y alarmante, era tal la escasez de maíz que llegó a venderse al insólito precio de 20 pesos la carga.” Molina, 1941:23-25",20.74805532,-88.91936547
1725,Yucatï¿½n,unspecified site,Epidemia,"Sequías y hambre en Yucatán. 17 000 defunciones entre 17251727, peste, epidemia de rubeola y sarampión, se deja de exigir a los indios la siembra obligatoria de maíz, especulación del producto. Espinosa et al., 1987:107",20.74805532,-88.91936547
1725,Yucatï¿½n,unspecified site,Hambruna,"“La hambruna de 1723-1726, posiblemente la peor de toda la historia colonial.” Farriss, 1992:433",20.74805532,-88.91936547
1725,Yucatï¿½n,unspecified site,Carestí­a de Maíz,"Sequía. Gran carestía, el maíz se vendió a 20 pesos carga. Hambre, mortandad, emigración. Florescano, 1980:84",20.74805532,-88.91936547
1726,Distrito Federal,Mexico,Epidemia de sarampión,"“Dictamen del asesor fiscal, sobre el dictamen que presentó el mayordomo del Hospital Real y General de los indios de México, don José de Cárdenas, en éste refiere una epidemia de sarampión en la cual los enfermos del Hospital de San Hipólito, se habían conducido al hospital que don José de Cárdenas administraba, la epidemia continuó durante cinco meses, atendiéndose a los pacientes con gran satisfacción suya y permitiéndoles salir, hasta que estaban perfectamente sanos.” AGI, Audiencia de México, 779, núms. 1-10, 12 ff.",19.43264649,-99.13325795
1726,Distrito Federal,Mexico,Carestí­a de Maíz,"Especulación. Hambre y especulación del maíz en Yucatán, el precio de éste es de ocho a 16 reales la fanega. Epidemia de fiebre amarilla en Veracruz. Epidemia de sarampión en la ciudad de México. Espinosa et al., 1987:108",19.43264649,-99.13325795
1726,Jalisco,Acatzinco (Acasico),Escasez,"“El alcalde Santiago de la Cruz y principales del pueblo de Acacico decimos que por la falta de aguas del año pasado se perdieron nuestras sementeras quedando aún perecer con nuestras pobres familias, lo cual representamos ante vuestra alteza con informaciones que en su prueba dimos, en cuya vista se sirvió la benignidad de vuestra alteza relevarnos la paga del recudimiento de maíz, es constante que faltando el maíz, no tan solamente carecemos de él para sustentarnos sino que como no hay cosechas que levantar, ni dónde trabajar por no tener los amos de las haciendas maíz para raciones.” Piden al corregidor los espere cuatro meses para pagar los reales tributos. Sólo se les concedió un mes de espera. BPEJ, Archivo de la Real Audiencia de Guadalajara, Civil, c. 39, e. 4, 2 ff.",21.21055940,-102.82761290
1726,Jalisco,Tecualtichillo,Escasez de maíz,"El abogado fiscal en vista de lo pedido por los naturales de los pueblos de Tecualtichillo y Guanusco sobre que por habérseles perdido sus sementeras y granos y no tener otra granjería de qué mantenerse y pagar los reales tributos, se les releve por este año de su paga y cobro. Para poder llevar a cabo lo anterior, fue necesario tomar declaración de varios testigos que no fueran de estos pueblos. Uno de ellos dijo “sobre la pérdida de las semillas de los dos pueblos de Tecualtichillo y Guanusco que le consta porque lo ha visto haberse perdido totalmente los maíces, frijol, que sembraron los naturales de los dichos pueblos en tal manera que no cogieron ni aun las semillas, pues de las aguas a su tiempo y el viejo que había quedado es constante haberse perdido picado de la broca cuya plaga con la dicha pérdida ha sido general en lo más de esta jurisdicción. Miguel Ángel, alcalde del pueblo de Tecualtichillo, decía que en dichos nuestros pueblos en el de Jalpa y otros es público y notorio con la falta de las aguas que hubo este corriente año, se perdieron los maíces, frijol, chile y otras semillas que habíamos sembrado para nuestra manutención y de nuestras familias como también el poco que nos había quedado del año próximo pasado por haberle caído broca convirtiéndose en polvo, experimentando graves necesidades esperando los maíces por la falta general de dichos bastimento.” BPEJ, Archivo de la Real Audiencia de Guadalajara, Judicial y Civil, c. 103, e. 3, ff. 1-9",20.42393040,-103.02844838
1726,Tlaxcala,Tlaxcala,Alhóndigas,"Debido al problema de las posturas y el abasto, durante este año cabildo y españoles se involucraron en un extenso debate en torno de a quién le correspondía la jurisdicción o gobierno político de la ciudad y provincia de Tlaxcala: “Sobre lo cual representó largamente el cabildo desvaneciendo lo alegado de contrario, presentando varios privilegios e instrumentos en justificación de su derecho y dos testimonios, el uno de la absoluta falta de maíz en aquella alhóndiga y el otro de lo diminuto del peso debido que se había hallado el pan; en ocasión que resolvieron hacer averiguación enviándolo a comprar, a 13 panaderías, un real a cada una de las cuales, en sólo tres se halló cabal, y en los demás pan diminuto que hubo real a quien se le hallaron de menos siete onzas, por lo que habían venido en conocimiento de haber dimanado este desorden de la libertad que tenían los de aquellos tratos, procedida del auto proveído por el teniente de gobernador, mandando al cabildo la suspensión de la visit.” Assadourian y Martínez, 1991b, v. VII:362",19.31730126,-98.23890287
1726,Veracruz de Ignacio de la Llave,unspecified site,Carestí­a de Maíz,"Especulación. Hambre y especulación del maíz en Yucatán, el precio de éste es de ocho a 16 reales la fanega. Epidemia de fiebre amarilla en Veracruz. Epidemia de sarampión en la ciudad de México. Espinosa et al., 1987:108",18.65266261,-96.12579432
1726,Yucatï¿½n,unspecified site,Epidemia,"Sequías y hambre en Yucatán. 17 000 defunciones entre 17251727, peste, epidemia de rubeola y sarampión, se deja de exigir a los indios la siembra obligatoria de maíz, especulación del producto. Espinosa et al., 1987:107",20.74805532,-88.91936547
1726,Yucatï¿½n,unspecified site,Carestí­a de Maíz,"Especulación. Hambre y especulación del maíz en Yucatán, el precio de éste es de ocho a 16 reales la fanega. Epidemia de fiebre amarilla en Veracruz. Epidemia de sarampión en la ciudad de México. Espinosa et al., 1987:108",20.74805532,-88.91936547
1726,Yucatï¿½n,unspecified site,Carestí­a de Maíz,"Sequía. Gran carestía, el maíz se vendió a 20 pesos carga. Hambre, mortandad, emigración. Florescano, 1980:84",20.74805532,-88.91936547
1726,Yucatï¿½n,unspecified site,Muertes,"“Virrey, gobernador y capitán general de las provincias de la Nueva España y presidente de mi Real Audiencia de ellas que reside en la ciudad de México. En carta del 20 de junio del año de 1773 presento con testimonio, en tribuna de cuentas los atrasos antiguos que había en los tributos de la provincia de Yucatán y que su decadencia procedía de las epidemias y mortandades experimentadas en los indios al año de 1726, sin haberse podido recaudar cantidades algunas, y por esta razón los oficiales reales de aquella provincia solicitaron el año de 1759.” AGNM, Reales cédulas, v. 86, e. 73, f. 130",20.74805532,-88.91936547
1726,Yucatï¿½n,unspecified site,Hambruna,"“La hambruna de 1723-1726, posiblemente la peor de toda la historia colonial.” Farriss, 1992:433",20.74805532,-88.91936547
1726,Yucatï¿½n,unspecified site,Hambruna,"Severa hambruna y epidemia. Farriss, 1992:108",20.74805532,-88.91936547
1726,Zacatecas,Guanusco,Escasez de maíz,"El abogado fiscal en vista de lo pedido por los naturales de los pueblos de Tecualtichillo y Guanusco sobre que por habérseles perdido sus sementeras y granos y no tener otra granjería de qué mantenerse y pagar los reales tributos, se les releve por este año de su paga y cobro. Para poder llevar a cabo lo anterior, fue necesario tomar declaración de varios testigos que no fueran de estos pueblos. Uno de ellos dijo “sobre la pérdida de las semillas de los dos pueblos de Tecualtichillo y Guanusco que le consta porque lo ha visto haberse perdido totalmente los maíces, frijol, que sembraron los naturales de los dichos pueblos en tal manera que no cogieron ni aun las semillas, pues de las aguas a su tiempo y el viejo que había quedado es constante haberse perdido picado de la broca cuya plaga con la dicha pérdida ha sido general en lo más de esta jurisdicción. Miguel Ángel, alcalde del pueblo de Tecualtichillo, decía que en dichos nuestros pueblos en el de Jalpa y otros es público y notorio con la falta de las aguas que hubo este corriente año, se perdieron los maíces, frijol, chile y otras semillas que habíamos sembrado para nuestra manutención y de nuestras familias como también el poco que nos había quedado del año próximo pasado por haberle caído broca convirtiéndose en polvo, experimentando graves necesidades esperando los maíces por la falta general de dichos bastimento.” BPEJ, Archivo de la Real Audiencia de Guadalajara, Judicial y Civil, c. 103, e. 3, ff. 1-9",21.77357592,-102.97320104
1726,Zacatecas,Jalpa,Escasez de maíz,"El abogado fiscal en vista de lo pedido por los naturales de los pueblos de Tecualtichillo y Guanusco sobre que por habérseles perdido sus sementeras y granos y no tener otra granjería de qué mantenerse y pagar los reales tributos, se les releve por este año de su paga y cobro. Para poder llevar a cabo lo anterior, fue necesario tomar declaración de varios testigos que no fueran de estos pueblos. Uno de ellos dijo “sobre la pérdida de las semillas de los dos pueblos de Tecualtichillo y Guanusco que le consta porque lo ha visto haberse perdido totalmente los maíces, frijol, que sembraron los naturales de los dichos pueblos en tal manera que no cogieron ni aun las semillas, pues de las aguas a su tiempo y el viejo que había quedado es constante haberse perdido picado de la broca cuya plaga con la dicha pérdida ha sido general en lo más de esta jurisdicción. Miguel Ángel, alcalde del pueblo de Tecualtichillo, decía que en dichos nuestros pueblos en el de Jalpa y otros es público y notorio con la falta de las aguas que hubo este corriente año, se perdieron los maíces, frijol, chile y otras semillas que habíamos sembrado para nuestra manutención y de nuestras familias como también el poco que nos había quedado del año próximo pasado por haberle caído broca convirtiéndose en polvo, experimentando graves necesidades esperando los maíces por la falta general de dichos bastimento.” BPEJ, Archivo de la Real Audiencia de Guadalajara, Judicial y Civil, c. 103, e. 3, ff. 1-9",21.63191048,-102.97986105
1726,Zacatecas,Juchipila,Esterilidad,"“En la ciudad de Guadalajara a 10 de diciembre de 1726 años habiendo visto el escrito presentado por el alcalde, común y naturales del pueblo de Mecatabasco de la jurisdicción de Juchipila, pidiendo se le releve de pagar el tributo y recudimientos de este presente año por habérseles perdido sus cosechas de maíz y frijol. Se recibió información de testigos: ‘sabe por haberlo visto perdido las semillas de maíz y frijol de los naturales de este pueblo en manera que apenas cogieron la semilla de maíz muy chupado por falta de las aguas y frijol ni un grano. A pedimento del abogado fiscal ser manifiesta y cierta la esterilidad que ha padecido el dicho pueblo de Mecatabasco por la escasez de aguas que hubo el año próximo pasado de 1726’.” BPEJ, Archivo de la Real Audiencia de Guadalajara, Civil, c. 39, e. 8, ff. 2-11v",21.41081120,-103.11792561
1726,Zacatecas,Mecatabasco,Esterilidad,"“En la ciudad de Guadalajara a 10 de diciembre de 1726 años habiendo visto el escrito presentado por el alcalde, común y naturales del pueblo de Mecatabasco de la jurisdicción de Juchipila, pidiendo se le releve de pagar el tributo y recudimientos de este presente año por habérseles perdido sus cosechas de maíz y frijol. Se recibió información de testigos: ‘sabe por haberlo visto perdido las semillas de maíz y frijol de los naturales de este pueblo en manera que apenas cogieron la semilla de maíz muy chupado por falta de las aguas y frijol ni un grano. A pedimento del abogado fiscal ser manifiesta y cierta la esterilidad que ha padecido el dicho pueblo de Mecatabasco por la escasez de aguas que hubo el año próximo pasado de 1726’.” BPEJ, Archivo de la Real Audiencia de Guadalajara, Civil, c. 39, e. 8, ff. 2-11v",22.36913124,-101.75971060
1727,Coahuila de Zaragoza,Saltillo,Falta de lluvias,"“Escrito presentado por el procurador general Gregorio de la Paz, ante la promulgación de varios que dicen prohibir la siembra de maíz, trigo ni otras legumbres por la inopia y falta de agua que padece esta villa, por el servicio indispensable a sus habitantes, consiente en que se continúe con la siembra actual debido a que ya está efectuada y faltarle sólo un riego, pero prohíbe que se hagan nuevas siembras de cualquier semilla, en ejidos y alrededores y dentro de esta villa, bajo pena de seis pesos, en Santiago de la Nueva Vizcaya.” Marzo de 1727. AMS, Actas de cabildo, l. 3, a. 24, f. 61v",25.43370565,-101.00038169
1727,Distrito Federal,Mexico,Carestí­a de Maíz,"Hambre, especulación del maíz en Yucatán. El precio del maíz es de ocho a 16 reales. Sarampión especialmente en la ciudad de México, concluyó en enero de 1728. Espinosa et al., 1987:108",19.43264649,-99.13325795
1727,Distrito Federal,Mexico,Epidemia de sarampión,"“Dictamen del asesor fiscal, sobre el dictamen que presentó el mayordomo del Hospital Real y General de los indios de México, don José de Cárdenas, en éste refiere una epidemia de sarampión en la cual los enfermos del Hospital de San Hipólito, se habían conducido al hospital que don José de Cárdenas administraba, la epidemia continuó durante cinco meses, atendiéndose a los pacientes con gran satisfacción suya y permitiéndoles salir, hasta que estaban perfectamente sanos.” AGI, Audiencia de México, 779, núms. 1-10, 12 ff.",19.43264649,-99.13325795
