id,add_date,event_duration,event_quote,event_quote_location,event_source_info,event_time_description,firstname,start_day,start_month,start_year,summary,surname
961,2023-06-04 06:37:27,,"“En éste [enero] fue cuando por todos lados, en medio de las casas y por los montes cayeron heladas, lo cual no ocurría en cada año. Hacia el final de enero fue cuando hubo un fortísimo viento que por todos lados echó por tierra los árboles, y las rocas fueron arrancadas de cuajo por el viento. Los caballos, las bestias, murieron a consecuencia de la helada, así como los borregos.” Chimalpahin, 1965:160",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 094",,Bradley,,,1610,Helada,Skopyk
1092,2023-06-04 06:37:27,,"“El año de 1629 día de san Mateo amaneció la ciudad inundada con cerca de media vara y media de agua donde menos; fue considerable la ruina, así de las casas que se cayeron, como de la hacienda que se perdió en las bodegas, por haber sido de noche y repentina; era virrey el marqués de Cerralvo y arzobispo el señor don Francisco Maso, que salía en canoa a repartir el pan a los que no podían salir a buscar el sustento […] Duró más de cinco años la inundación, valiéndose en los conventos y casas grandes de norias con que achicaban el agua, permitió la Divina Providencia que en todo este tiempo no se quebrase el caño, así hubo agua dulce en las pilas; que la que inundó la ciudad era salobre, quedó sin inundación la Plaza Mayor, la Catedral, el Palacio, y la plazuela del Volador y toda la parte de Santiago por tener más altura que las calles; el barrio de San Juan de Penitencia, y Santa Cruz por estar bajos tuvieron más agua y fueron los últimos que se vieron enjunto.” Vetancurt, 1971:121",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 208",,Bradley,,,1633,Daños a construcciones,Skopyk
1822,2023-06-04 06:37:27,,"“Desde el mes de noviembre del año próximo pasado, hasta el de marzo del presente, fue Dios servido de enviar a esta provincia un accidente epidémico, tan extraño, como no conocido por sus notables circunstancias, dolores agudos, ardientes fiebres, vómitos de sangre de que morían repentinamente, y en particular los que discurriendo evitar el achaque con evacuar por las venas la sangre, morían irremediablemente.” Abril de 1730. Gacetas de México, abril, 1730:229",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 122",,Bradley,,,1729,Epidemia,Skopyk
2449,2023-06-04 06:37:27,,"El superior gobierno de la Nueva Galicia toma providencias para el mejor abasto de trigo y harinas dada la escasez en la cosecha de esta semilla en este año de 1779. Contiene consideraciones de los señores cabildo, justicia y regimiento de esta ciudad, así como de otros funcionarios en torno a la situación señalada. Junio de 1779. AGMG, Comercio, paq. 5, leg. 30, 10 ff.",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 710",,Bradley,,,1779,Cosechas escasas,Skopyk
3030,2023-06-04 06:37:27,,"“El gobernador, alcaldes y demás oficiales del pueblo de Santa María Tiltepec, de esta jurisdicción de Nochistlán con el demás su común: ante mí, parecemos y decimos que en el año pasado de 88 acaeció en nuestro pueblo una epidemia de peste que por poco se acaba el pueblo pues murieron con ella 80 tributarios, como consta de la lista y certificación de nuestro cura.” AGNM, Tributos, v. 6, e. 22, f. 226",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 038",,Bradley,,,1788,Epidemia,Skopyk
1490,2023-06-04 06:37:27,,"“Ahora jueves 8 de enero del año de 1688, a tres días de la fiesta de los reyes se produjo una nevada, todos los cerros se cubrieron. En todos los solares, las calles se cubrieron y en los llanos se tendió un jeme de grueso. Después que amaneció, por la tarde, a las cuatro horas del día siguiente, viernes, hizo un fuerte frío, del todo comenzó a hacer frío. - Axcan juepes yc 8 de henero yn ipan xihuitl de 1688 años yc 3 tonali yn imilhuatzin Reyestin yn umochiuh cepayahuitl mochi homotlaquetique yn tetepe yn icexolalpa ca huel ca ye tete omatlaquetique auh yn Ixtlahuaca huel cemistetl ynic tilahuac omotecac za nima otlanes ya teotlac yn ipan 4 oras yn imostlayoc biernes huel chicahuac yn ucehuac ynic ce opeuhqui ynic cehua.” Zapata y Mendoza, 1995:639, 641",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 580",,Bradley,,,1688,Frío,Skopyk
2133,2023-06-04 06:37:27,,"Acta de cabildo de 24 de septiembre de 1759: los miembros del cabildo dijeron que hay “alguna esperanza en la misericordia de Dios, de que envíe agua mediante a las piadosas rogaciones que se están haciendo en distintas iglesias de esta ciudad, y concediéndola su majestad y el consiguiente logro de las milpas y que cese dicha urgencia […] Y en cuanto a nombrar sujetos de este vecindario, se haga desde luego con cuatro sujeto.” AHMM, Actas de cabildo, v. 28, ff. 4v-5",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 438",,Bradley,,,1759,Falta de lluvias,Skopyk
2193,2023-06-04 06:37:27,,"“El grande hospital militar de Veracruz se estableció en 1764, pero no se conserva en su archivo ningún documento que haga mención de las enfermedades que precedieron al vómito de 1762. Esta última epidemia, que empezó siendo virrey el marqués de Croix continuó sus estragos hasta 1775 en que habiéndose empedrado las calles de Veracruz, se tomaron algunas medidas sanitarias, bien que poco eficaces, con el objeto de disminuir el extremo desaseo de la ciudad.” Humboldt, 1991:532",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 487",,Bradley,,,1771,Epidemia de vómito,Skopyk
630,2023-06-04 06:37:27,,"La audiencia informa a su majestad que a causa de las lluvias extraordinarias se ha retardado la recogida de sal. IDG, Guadalajara 51, doc. 94, ff. 474-477",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 287",,Bradley,,,1576,Lluvias extemporáneas,Skopyk
416,2023-06-04 06:37:27,,"A pesar de sus contratiempos Orizaba iba en auge; pero en 1545 recibió un golpe terrible. Ese año fue memorable para los indios todos. Una peste asoladora los destruyó de tal modo que huían de las poblaciones españolas. Arroniz, 1959:122",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 108",,Bradley,,,1545,Epidemia,Skopyk
738,2023-06-04 06:37:27,,"Durante estos años las cosechas de maíz fueron bajísimas y el hambre se sumó a las angustias causadas por la peste. Gibson, 1991:136",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 396",,Bradley,,,1587,Cosechas escasas,Skopyk
1542,2023-06-04 06:37:27,,"El 13 de junio el alcalde mayor de San Luis Potosí notificó que “desde ocho días a esta parte, de 12 reales a que corría el maíz se ha alterado a 19 reales.” Se determinó que las 900 fanegas que se encuentran en el pósito se guarden como reserva en caso de necesidad. AHESLP, Ayuntamiento, 1685-1694, f. 253",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 642",,Bradley,,,1692,Carestí­a de Maíz,Skopyk
495,2023-06-04 06:37:27,,"Los señores regidores y alcalde ordinario en la sesión del 29 de febrero trataron sobre la falta que hay de trigo y asignaron precios al trigo y al maíz. El 3 de marzo se asigna el precio de ocho reales de plata por cada quintal de harina. AHCM, Actas de cabildo impresas, inv. 635a, 19:48",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 178",,Bradley,,,1552,Escasez de granos,Skopyk
1017,2023-06-04 06:37:27,,"“Lo mismo casi sucedió gobernando don Diego de Cárdenas. Es decir la plaga de langosta y vuelta a la devoción de san Juan Bautista, igual que en 1618.” López, 1957:218",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 150",,Bradley,,,1626,Plaga de langosta,Skopyk
3712,2023-06-04 06:37:27,,"“Testimonio de varias providencias dictadas por el virrey conde de Venadito, para evitar la falta y carestía del maíz por la escasez de éste, debido a la prohibición de las justicias de varios lugares que abastecen a la capital de México.” AGNM, Alhóndigas, v. 8, e. 15, ff. 358-394",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 280",,Bradley,,,1819,Carestí­a de Maíz,Skopyk
715,2023-06-04 06:37:27,,"“Una terrible inundación cubrió las calles de México. Las abundantes lluvias, haciendo salir de madre la laguna, inundaron una gran parte del valle, convirtiendo la capital en un lago.” Zamacois, 1878, v. V:181",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 369",,Bradley,,,1580,Creciente de lago,Skopyk
3590,2023-06-04 06:37:27,,"“Lluvias: su escasez ha sido bastante que los frutos hayan desmerecido en la mitad o más del año que pudiera esperarse de aumento en las cosechas. Trigo: y aunque este fruto se ha logrado en los de maíz y cebada se resiente la pérdida ya notada arriba y por los motivos que se han expuesto.” Florescano y San Vicente, 1985:96",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 158",,Bradley,,,1809,Cosechas escasas,Skopyk
2882,2023-06-04 06:37:27,,"Circular del conde de Gálvez por la que comunica que se debe practicar la caridad con los pobres y ayudarlos en su necesidad, pero siempre y cuando esto no sea perjudicial y en lugar de ayudarlos los empujen a la holgazanería. Marzo de 1786. AGNM, Impresos oficiales, v. 15, e. 11, ff. 35-37",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 325",,Bradley,,,1786,Miseria,Skopyk
1611,2023-06-04 06:37:27,,"Memoria del maíz que se le suplió a la gente en los años del hambre que fueron de 1695-1696, para que labrasen las maderas para el palacio real. AGNM, Tributos, v. 58, e. 2, ff. 6-56",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 718",,Bradley,,,1695,Escasez de maíz,Skopyk
2217,2023-06-04 06:37:27,,"“Pero excede a éste y a cuantos leemos en las historias, que cayó en las cercanías de Guadalajara en 1765, en que hubo granizo de más de 25 libras de peso. Arruinó esta tempestad algunos edificios rústicos y mató cuantos animales había en el campo. La relación que se me dio de esta tempestad en Valladolid de Michoacán no me pareció creíble hasta que habiendo ido el año siguiente a Guadalajara la reconocí cierta.” Clavijero, 1987:8",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 508",,Bradley,,,1765,Daños a construcciones,Skopyk
3165,2023-06-04 06:37:27,,"“Aprueba el rey la providencia acordada en junta superior de hacienda de la releva del pago de tributos que por vía de espera concedió a los indios del pueblo de Chila de la jurisdicción de la Puebla de los Ángeles, y por el tiempo que dure la epidemia de fiebres que habían padecido y quedaban padeciendo como se calificó de los informes que resultaron del expediente. Participo a vuestra excelencia de orden de su majestad en contestación de su carta de 29 de octubre del año próximo pasado número 577.” AGNM, Reales cédulas originales, v. 151, e. 192, f. 322",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 167",,Bradley,,,1792,Epidemia de fiebres,Skopyk
1216,2023-06-04 06:37:27,,"Una serie de epidemias y hambrunas especialmente agudas causaron que “las bajas de población fueran grandes y repentinas, y entre 1643 y 1666, representaron un descenso más acusado y rápido que el que se produjo en las primeras décadas de la Conquist.” Farriss, 1992:139-140",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 344",,Bradley,,,1643,Epidemia,Skopyk
2775,2023-06-04 06:37:27,,"Sobre haber comprado el primer diputado don Juan Antonio Valdés, el maíz, los domingos en la plaza a cuatro pesos y haberlo vendido a seis entre semana. Noviembre 1785-enero de 1786. Florescano, 1981:549-552",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 244",,Bradley,,,1785,Especulación,Skopyk
514,2023-06-04 06:37:27,,"Durante este periodo la abundancia de lluvias e inundaciones produjo la pérdida de cosechas y otras calamidades. Medina Rubio, 1983:178",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 200",,Bradley,,,1553,Calamidad,Skopyk
3507,2023-06-04 06:37:27,,"“Para 1806 se vuelve a presentar un periodo con mucha enfermedad […] Por otra parte los alimentos siguen subiendo de precio y se refleja una aguda escasez de los mismos.” Montoya, 1990",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 080",,Bradley,,,1806,Carestí­a,Skopyk
631,2023-06-04 06:37:27,,"Arriba de un cronograma y ligado a él por un par de líneas, se presenta un cráneo; puede indicar muerte por epidemia. Codex Mexicanus, 1952, lám. LXXXVI",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 288",,Bradley,,,1576,Epidemia,Skopyk
3097,2023-06-04 06:37:27,,"“Da noticia el alcalde mayor, de que las heladas extemporáneas que acaecieron en los meses de febrero y marzo causaron quebranto en los trigos, quitándoles una cuarta parte de su regular acudir. A que se agrega el perjuicio que causó el granizo en algunas haciendas por el mes de abril, motivando algún extravío en las siembras de maíz y chile la escasez de agua al principio de las siembras, las cuales siguen en buen estado por haberse entablado las lluvias.” Febrero-marzo. AGI, Indiferente general, 1560",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 105",,Bradley,,,1790,Falta de lluvias,Skopyk
917,2023-06-04 06:37:27,,"“Entre 1606 y 1630 se manifiesta la preocupación del cabildo por los problemas de subsistencia y surge una política más atenta a la captación de los granos y a su distribución. En 1606 las malas cosechas de cereales obligan a una alza de dos reales la fanega de trigo.” Calvo, 1992:274, 275",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 047",,Bradley,,,1621,Carestí­a,Skopyk
943,2023-06-04 06:37:27,,"Cosecha limitada y escasos suministros. Escasez de alimentos. Malvido, 1973:97; Gibson, 1991:446; Sanders, 1970:38",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 076",,Bradley,,,1609,Cosechas escasas,Skopyk
3345,2023-06-04 06:37:27,,"“De ocho a 22 reales por fanega de maíz. Viruela.” Gibson, 1991:471; Malvido, 1973:101; Espinosa et al., 1987:120",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 332",,Bradley,,,1798,Carestí­a de Maíz,Skopyk
3477,2023-06-04 06:37:27,,"“Que a fines del año pasado de 1804 comenzaron a introducir en nuestro pueblo unas calenturas pútridas, de que aunque a los principios fueron pocos los que fallecieron, acaeciendo lo mismo en el siguiente de 1805, en el de 1806 aumentando esta enfermedad, fallecieron muchas personas, hasta que por último calmó del todo.” AGEO, Tributos, leg. 4, e. 20, 2 ff.",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 053",,Bradley,,,1804,Epidemia de fiebres,Skopyk
2111,2023-06-04 06:37:27,,"Se manda que se saque a procesión a la Virgen de la Soledad para que llueva. AAP, Actas de cabildo, v. 48, f. 74v",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 415",,Bradley,,,1755,Falta de lluvias,Skopyk
1875,2023-06-04 06:37:27,,"“Desarrollóse en su época la destructora epidemia llamada ‘matlazahuatl’; que tuvo origen en un obraje de Tacuba y que causó millares de víctimas, hasta hacer insuficientes los hospitales establecidos. En tan amargas cuanto solemnes circunstancias fue declarada patrona de México Nuestra Señora de Guadalupe.” Pérez, 1904:78",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 189",,Bradley,,,1736,Epidemia de matlazahuatl,Skopyk
608,2023-06-04 06:37:27,,"“En 1571 una excesiva exportación del maíz de la península [de Yucatán] provocó una escasez tan severa que muchos de los indios murieron de hambre y la mayoría abandonaron sus hogares para ir en busca de alimentos.” Cook y Borah, 1978:123",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 267",,Bradley,,,1571,Escasez,Skopyk
338,2023-06-04 06:37:27,,"“Después de estos trabajos, le vino otro para acabar con todo, y fue que así que pasó el diluvio, parecieron tanta cantidad de sapos y sabandijas que fueron, porque con el hambre que tenían, dieron en comer de ellas, y les sobrevino una gran pestilencia de cámaras de sangre, que casi murieron todos los indios amigos del campo, porque de 20 000 que eran no quedaron sino muy pocos, y aquí murió el capitán principal de los mexicanos amigos [que] Nuño de Guzmán llevaba consigo.” Tello, 1968:165",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 045",,Bradley,,,1531,Epidemia,Skopyk
782,2023-06-04 06:37:27,,"El 4 de diciembre de 1590 el virrey don Luis de Velasco solicitó información sobre el socorro que piden los vecinos de Chiapulco “que respecto de no dársele indios de servicio para el beneficio de la dicha heredad todos los años se le pudría mucha parte del trigo y que este presente año corría mucho riesgo el que tenía sembrado que por no tener los dichos indios y por las muchas aguas nacía nuevamente en él espiga. Y que demás del daño que se le seguía al dicho Juan Buceno lo era para la dicha comarca y ciudad de Veracru.” AGNM, General de parte, v. IV, f. 27v",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 442",,Bradley,,,1590,Lluvias excesivas,Skopyk
1839,2023-06-04 06:37:27,,"“Aquí se ha sabido por cosa cierta, que días pasados en una gran tempestad recibió un rayo el palo mayor del navío San Gerónimo, capitana de la armada de Barlovento, que lo taladró de una punta a otra, sin haber ejecutado otro estrago. Quédanse fabricando al cuidado de don Antonio de la Granda, pagador de la marina de Barlovento, en este puerto unos almacenes de tres naves, muy amplios para guardar en ellos palos de arboladura, que vengan de Guazacualco, y demás necesarios para el apresto de los navíos de S. M. que llegaren desarbolados a este puerto.” Gacetas de México, núm. 56, julio, 1732",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 140",,Bradley,,,1732,Daños a construcciones,Skopyk
1772,2023-06-04 06:37:27,,"Se informa que se ha presentado mortandad de ganado. AAP, Expedientes varios y Abasto, v. 58, 1762-1801, f. 98",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 091",,Bradley,,,1724,Muerte de animales,Skopyk
826,2023-06-04 06:37:27,,"“Se conjugaron una serie de epidemias: sarampión, paperas y tabardillo que se extendieron desde el centro de México hasta Guatemala.” Gibson, 1991:461",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 481",,Bradley,,,1595,Epidemia,Skopyk
1208,2023-06-04 06:37:27,,"“En 1643 se padece enfermedad y falta de bastimentos.” Montoya, 1990",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 336",,Bradley,,,1643,Enfermedad,Skopyk
3027,2023-06-04 06:37:27,,"“El gobernador, alcaldes, regidores y demás común de naturales del pueblo de Santa María Asunción Cacalotepeque de la parroquia de Tequila, jurisdicción de Nexapan, en la mejor forma que haya lugar en derecho, ante vuestra señoría con el mayor respeto parecemos y decimos: que desde el mes de agosto del año próximo pasado de 87 acometió a nuestro pueblo la peste mortífera y gravante que casi ha asolado pueblos de nuestros contornos y aunque en los principios sí morían muchos de los que se contagiaban, desde el mes de noviembre empezaron a fallecer, contando cerca de seis meses de su rigurosa fuerza, en cuyo tiempo han muerto 119, los más tributarios a excepción de los infantes, que aunque por la misericordia de Dios, hemos escapado los más quedamos imposibilitados a tomar luego nuestro trabajo hasta nuestra perfecta convalecencia y restablecimiento.” AGEO, Tesorería principal, l. 12, e. 1",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 035",,Bradley,,,1788,Epidemia,Skopyk
1385,2023-06-04 06:37:27,,"“Fue la ocasión la grande seca que había en la ciudad y sus alrededores, pues hasta este día no había llovido sino tres o cuatro aguaceros, con lo cual de 200 personas que enfermaron, escapaba una o dos, y fue tanta la peste de viruelas en los españoles y naturales, que personas de mucha edad la padecían con temores de mejoría y los naturales, niños y grandes perecían; y los calores fueron insufribles, y de noche caía helada con que se maltrataron los sembrados; por esta causa se hizo esta piadosa procesión [de los Remedios]; y luego esta tarde serenó el calor y fuera llovió, y en la ciudad unas gotas que refrescaron el calor […] y temiendo el castigo de nuestro Señor por malos temporales y mortandad así de gente como de ganados de todo género, se hizo un novenario de misas cantadas en la ermita de Nuestra Señora de los Remedios, suplicando a su divina majestad el remedio de este reino. Acabado, se reconoció continuaba el mal y se dispuso traer a esta ciudad a la Reina de los Ángeles y se determinó para el martes 26 de junio.” Guijo, 1986, II:198",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 472",,Bradley,,,1663,Calor excesivo,Skopyk
2301,2023-06-04 06:37:27,,"Acta del 12 de junio de 1770: “ha muchos días que no entra en la alhóndiga maíz de particulares para su venta, por lo que se está haciendo del pósito, con tan notable consumo, que diariamente excede de 100 fanegas la venta, por lo que con fundamento se teme pueda llegar a particular escasez y falta al público, por no tener maíz de venta las más de las haciendas o ranchos de la jurisdicción, lo que pone presente a este nobilísimo cabildo para que con tiempo se tomen las providencias que tenga por más corrientes. Y habiéndose conferido este punto largamente y como demanda su gravedad y atención, que no falte maíz para el público abastecimiento, hecho cargo este nobilísimo cabildo del maíz que existe perteneciente a dicho pósito de las circunstancias del tiempo y noticias que se tienen de cómo se halla de maíz la jurisdicción, se acordó y determinó que el dicho señor procurador solicite y compre de seis a 8 000 fanegas de maíz sobre el precio de hasta 11 reales y según lo que el tiempo fuere ofreciendo se darán las demás providencias que conduzcan al beneficio de dicho públic.” AHMM, Actas de cabildo, v. 28, f. 155",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 575",,Bradley,,,1770,Alhóndigas,Skopyk
